LOC_X,LOC_Y,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_MADE_FLAG,GAME_DATE,SEASON,PERIOD,ACTION_TYPE,SHOT_RESULT
-24,26,Restricted Area,Center(C),Less Than 8 ft.,0,20151227,2015-16,4,Jump Shot,Missed
-169,195,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151228,2015-16,1,Jump Shot,Missed
235,-5,Right Corner 3,Right Side(R),24+ ft.,0,20151228,2015-16,1,Jump Shot,Missed
-2,23,Restricted Area,Center(C),Less Than 8 ft.,0,20151228,2015-16,1,Layup Shot,Missed
19,16,Restricted Area,Center(C),Less Than 8 ft.,1,20151228,2015-16,1,Driving Finger Roll Layup Shot,Made
-137,228,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151228,2015-16,1,Pullup Jump shot,Made
-115,242,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151228,2015-16,2,Jump Shot,Made
45,244,Above the Break 3,Center(C),24+ ft.,1,20151228,2015-16,2,Jump Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151228,2015-16,2,Driving Dunk Shot,Made
1,282,Above the Break 3,Center(C),24+ ft.,1,20151228,2015-16,2,Jump Shot,Made
-71,237,Above the Break 3,Center(C),24+ ft.,1,20151228,2015-16,2,Pullup Jump shot,Made
125,257,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151228,2015-16,2,Jump Shot,Made
40,267,Above the Break 3,Center(C),24+ ft.,1,20151228,2015-16,2,Jump Shot,Made
-4,46,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151228,2015-16,3,Jump Shot,Missed
-137,298,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151228,2015-16,3,Jump Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151228,2015-16,3,Driving Dunk Shot,Made
-66,252,Above the Break 3,Center(C),24+ ft.,0,20151228,2015-16,3,Jump Shot,Missed
-143,244,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151228,2015-16,4,Jump Shot,Made
-4,8,Restricted Area,Center(C),Less Than 8 ft.,1,20151228,2015-16,4,Driving Reverse Layup Shot,Made
-17,16,Restricted Area,Center(C),Less Than 8 ft.,0,20151230,2015-16,1,Layup Shot,Missed
10,301,Above the Break 3,Center(C),24+ ft.,0,20151230,2015-16,2,Jump Shot,Missed
-27,16,Restricted Area,Center(C),Less Than 8 ft.,1,20151230,2015-16,2,Jump Shot,Made
202,154,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151230,2015-16,2,Jump Shot,Missed
-197,178,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151230,2015-16,3,Jump Shot,Made
-55,278,Above the Break 3,Center(C),24+ ft.,0,20151230,2015-16,3,Jump Shot,Missed
-19,21,Restricted Area,Center(C),Less Than 8 ft.,0,20151230,2015-16,3,Layup Shot,Missed
233,21,Right Corner 3,Right Side(R),24+ ft.,1,20151230,2015-16,4,Jump Shot,Made
-220,111,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151230,2015-16,4,Jump Shot,Missed
-232,13,Left Corner 3,Left Side(L),24+ ft.,0,20151230,2015-16,4,Jump Shot,Missed
-68,259,Above the Break 3,Center(C),24+ ft.,1,20160102,2015-16,1,Jump Shot,Made
-11,28,Restricted Area,Center(C),Less Than 8 ft.,0,20160102,2015-16,1,Jump Shot,Missed
15,11,Restricted Area,Center(C),Less Than 8 ft.,1,20160102,2015-16,1,Tip Layup Shot,Made
4,259,Above the Break 3,Center(C),24+ ft.,1,20160102,2015-16,1,Jump Shot,Made
236,13,Right Corner 3,Right Side(R),24+ ft.,0,20160102,2015-16,2,Jump Shot,Missed
182,175,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160102,2015-16,3,Jump Shot,Missed
84,28,Mid-Range,Right Side(R),8-16 ft.,1,20160102,2015-16,3,Driving Bank shot,Made
-20,9,Restricted Area,Center(C),Less Than 8 ft.,0,20160102,2015-16,3,Layup Shot,Missed
132,237,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160113,2015-16,2,Jump Shot,Missed
-238,38,Left Corner 3,Left Side(L),24+ ft.,0,20160113,2015-16,2,Jump Shot,Missed
-2,28,Restricted Area,Center(C),Less Than 8 ft.,1,20160113,2015-16,3,Finger Roll Layup Shot,Made
58,242,Above the Break 3,Center(C),24+ ft.,0,20160113,2015-16,3,Jump Shot,Missed
-115,218,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160113,2015-16,3,Jump Shot,Missed
-35,13,Restricted Area,Center(C),Less Than 8 ft.,1,20160113,2015-16,3,Layup Shot,Made
64,262,Above the Break 3,Center(C),24+ ft.,0,20160113,2015-16,4,Jump Shot,Missed
-9,257,Above the Break 3,Center(C),24+ ft.,1,20160113,2015-16,4,Jump Shot,Made
17,21,Restricted Area,Center(C),Less Than 8 ft.,1,20160114,2015-16,1,Driving Layup Shot,Made
17,16,Restricted Area,Center(C),Less Than 8 ft.,1,20160114,2015-16,2,Driving Finger Roll Layup Shot,Made
-24,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20160114,2015-16,2,Jump Shot,Missed
-14,-1,Restricted Area,Center(C),Less Than 8 ft.,1,20160114,2015-16,2,Reverse Layup Shot,Made
232,67,Right Corner 3,Right Side(R),24+ ft.,0,20160114,2015-16,2,Jump Shot,Missed
-220,101,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160114,2015-16,4,Jump Shot,Made
-240,-1,Left Corner 3,Left Side(L),24+ ft.,1,20160116,2015-16,1,Jump Shot,Made
241,-11,Right Corner 3,Right Side(R),24+ ft.,0,20160116,2015-16,1,Jump Shot,Missed
-158,208,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160116,2015-16,2,Jump Shot,Made
227,26,Right Corner 3,Right Side(R),24+ ft.,1,20160116,2015-16,3,Jump Shot,Made
-165,185,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160116,2015-16,4,Jump Shot,Made
9,3,Restricted Area,Center(C),Less Than 8 ft.,1,20160116,2015-16,4,Cutting Layup Shot,Made
146,200,Above the Break 3,Right Side Center(RC),24+ ft.,1,20160116,2015-16,4,Jump Shot,Made
-169,223,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160116,2015-16,4,Jump Shot,Missed
225,110,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160116,2015-16,4,Jump Shot,Missed
97,242,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160120,2015-16,1,Jump Shot,Missed
-53,28,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20160120,2015-16,1,Jump Shot,Made
-189,174,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160120,2015-16,2,Jump Shot,Missed
46,272,Above the Break 3,Center(C),24+ ft.,0,20160120,2015-16,2,Jump Shot,Missed
225,3,Right Corner 3,Right Side(R),24+ ft.,0,20160120,2015-16,2,Step Back Jump shot,Missed
135,200,Above the Break 3,Right Side Center(RC),24+ ft.,1,20160120,2015-16,3,Jump Shot,Made
148,-16,Mid-Range,Right Side(R),8-16 ft.,0,20160120,2015-16,3,Floating Jump shot,Missed
-16,2,Restricted Area,Center(C),Less Than 8 ft.,0,20160120,2015-16,4,Layup Shot,Missed
-17,-5,Restricted Area,Center(C),Less Than 8 ft.,1,20160120,2015-16,4,Driving Layup Shot,Made
74,262,Above the Break 3,Center(C),24+ ft.,0,20160120,2015-16,4,Jump Shot,Missed
223,-6,Right Corner 3,Right Side(R),24+ ft.,0,20160120,2015-16,4,Jump Shot,Missed
-12,16,Restricted Area,Center(C),Less Than 8 ft.,1,20160121,2015-16,1,Cutting Layup Shot,Made
97,232,Above the Break 3,Right Side Center(RC),24+ ft.,1,20160121,2015-16,1,Jump Shot,Made
-184,169,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160121,2015-16,1,Jump Shot,Missed
5,258,Above the Break 3,Center(C),24+ ft.,0,20160121,2015-16,2,Jump Shot,Missed
-17,249,Above the Break 3,Center(C),24+ ft.,0,20160121,2015-16,2,Jump Shot,Missed
82,13,Mid-Range,Right Side(R),8-16 ft.,0,20160121,2015-16,2,Jump Shot,Missed
-5,29,Restricted Area,Center(C),Less Than 8 ft.,0,20160121,2015-16,3,Layup Shot,Missed
-109,223,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160121,2015-16,3,Jump Shot,Made
228,3,Right Corner 3,Right Side(R),24+ ft.,0,20160121,2015-16,3,Jump Shot,Missed
-78,232,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160121,2015-16,4,Jump Shot,Made
1,277,Above the Break 3,Center(C),24+ ft.,0,20160123,2015-16,1,Jump Shot,Missed
-40,23,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20160123,2015-16,1,Jump Shot,Made
-166,183,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160123,2015-16,1,Jump Shot,Missed
-11,8,Restricted Area,Center(C),Less Than 8 ft.,1,20160123,2015-16,1,Tip Layup Shot,Made
-127,237,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160123,2015-16,2,Jump Shot,Missed
1,65,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20160123,2015-16,3,Hook Shot,Made
30,7,Restricted Area,Center(C),Less Than 8 ft.,1,20160123,2015-16,3,Layup Shot,Made
212,124,Above the Break 3,Right Side Center(RC),24+ ft.,1,20160125,2015-16,2,Jump Shot,Made
-24,18,Restricted Area,Center(C),Less Than 8 ft.,0,20160125,2015-16,2,Jump Shot,Missed
71,237,Above the Break 3,Center(C),24+ ft.,0,20160125,2015-16,3,Jump Shot,Missed
213,124,Above the Break 3,Right Side Center(RC),24+ ft.,1,20160125,2015-16,3,Jump Shot,Made
0,52,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20160125,2015-16,4,Jump Shot,Missed
-137,232,Above the Break 3,Left Side Center(LC),24+ ft.,0,20160125,2015-16,4,Jump Shot,Missed
-120,234,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160125,2015-16,4,Jump Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20160125,2015-16,4,Cutting Dunk Shot,Made
138,210,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160125,2015-16,5,Jump Shot,Missed
138,208,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160125,2015-16,6,Jump Shot,Missed
10,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20160126,2015-16,1,Floating Jump shot,Missed
20,244,Above the Break 3,Center(C),24+ ft.,0,20160126,2015-16,1,Jump Shot,Missed
48,80,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20160126,2015-16,2,Driving Floating Jump Shot,Made
109,214,Above the Break 3,Right Side Center(RC),24+ ft.,0,20160126,2015-16,3,Jump Shot,Missed
-73,3,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20160126,2015-16,3,Floating Jump shot,Made
-214,120,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160126,2015-16,3,Jump Shot,Made
-120,218,Above the Break 3,Left Side Center(LC),24+ ft.,1,20160126,2015-16,4,Jump Shot,Made
-230,0,Left Corner 3,Left Side(L),24+ ft.,1,20160128,2015-16,1,Jump Shot,Made
