GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
Shot Chart Detail,0022200074,20,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20221028,WAS,IND,2022-23
Shot Chart Detail,0022200074,44,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,19,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,9,94,1,0,20221028,WAS,IND,2022-23
Shot Chart Detail,0022200074,68,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,29,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,7,43,1,0,20221028,WAS,IND,2022-23
Shot Chart Detail,0022200074,325,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,222,1,0,20221028,WAS,IND,2022-23
Shot Chart Detail,0022200074,357,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,3,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,33,1,1,20221028,WAS,IND,2022-23
Shot Chart Detail,0022200089,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,20,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-167,36,1,0,20221030,BOS,WAS,2022-23
Shot Chart Detail,0022200089,294,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,55,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,9,1,1,20221030,BOS,WAS,2022-23
Shot Chart Detail,0022200089,308,1630166,Deni Avdija,1610612764,Washington Wizards,2,1,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,142,211,1,1,20221030,BOS,WAS,2022-23
Shot Chart Detail,0022200089,507,1630166,Deni Avdija,1610612764,Washington Wizards,4,11,25,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,7,154,1,0,20221030,BOS,WAS,2022-23
Shot Chart Detail,0022200097,305,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,38,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-64,60,1,0,20221031,WAS,PHI,2022-23
Shot Chart Detail,0022200108,278,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,49,Missed Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,29,1,0,20221102,PHI,WAS,2022-23
Shot Chart Detail,0022200108,409,1630166,Deni Avdija,1610612764,Washington Wizards,3,5,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,1,20221102,PHI,WAS,2022-23
Shot Chart Detail,0022200108,552,1630166,Deni Avdija,1610612764,Washington Wizards,4,6,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,25,1,0,20221102,PHI,WAS,2022-23
Shot Chart Detail,0022200123,108,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,235,105,1,0,20221104,WAS,BKN,2022-23
Shot Chart Detail,0022200123,133,1630166,Deni Avdija,1610612764,Washington Wizards,1,1,22,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-9,1,0,20221104,WAS,BKN,2022-23
Shot Chart Detail,0022200123,240,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,16,1,1,20221104,WAS,BKN,2022-23
Shot Chart Detail,0022200123,377,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,37,55,1,0,20221104,WAS,BKN,2022-23
Shot Chart Detail,0022200123,448,1630166,Deni Avdija,1610612764,Washington Wizards,3,0,58,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,46,1,1,20221104,WAS,BKN,2022-23
Shot Chart Detail,0022200142,11,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,51,37,1,1,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,28,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,34,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-112,225,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,83,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,13,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,21,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,85,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,187,1630166,Deni Avdija,1610612764,Washington Wizards,2,8,59,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-70,122,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,267,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,246,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,300,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,100,243,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,348,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,21,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,25,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,364,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,99,242,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,387,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200142,622,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-230,85,1,0,20221106,MEM,WAS,2022-23
Shot Chart Detail,0022200144,78,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-110,247,1,0,20221107,CHA,WAS,2022-23
Shot Chart Detail,0022200144,269,1630166,Deni Avdija,1610612764,Washington Wizards,2,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-134,230,1,0,20221107,CHA,WAS,2022-23
Shot Chart Detail,0022200144,420,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,27,1,0,20221107,CHA,WAS,2022-23
Shot Chart Detail,0022200144,427,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,48,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20221107,CHA,WAS,2022-23
Shot Chart Detail,0022200172,9,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,30,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,25,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,51,Missed Shot,Tip Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,5,46,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,54,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,53,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,18,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,53,1630166,Deni Avdija,1610612764,Washington Wizards,1,7,26,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,50,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,104,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,37,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,108,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,29,1,1,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,239,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-91,256,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,262,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,25,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,33,1,1,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,342,1630166,Deni Avdija,1610612764,Washington Wizards,3,11,43,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,37,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,377,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,81,279,1,1,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,389,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,135,250,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,596,1630166,Deni Avdija,1610612764,Washington Wizards,4,2,11,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5,64,1,1,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200172,608,1630166,Deni Avdija,1610612764,Washington Wizards,4,0,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-54,289,1,0,20221110,WAS,DAL,2022-23
Shot Chart Detail,0022200185,42,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,16,1,0,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200185,215,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,46,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,6,1,1,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200185,263,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,0,Made Shot,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-4,1,1,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200185,294,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,45,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200185,342,1630166,Deni Avdija,1610612764,Washington Wizards,3,8,47,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,222,153,1,1,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200185,565,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,72,257,1,0,20221112,WAS,UTA,2022-23
Shot Chart Detail,0022200194,13,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,5,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,22,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,16,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-121,234,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,34,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,50,Made Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,19,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,38,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,19,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,16,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,85,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,47,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,21,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,216,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-9,263,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,238,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,6,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,69,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,275,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,5,284,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,294,1630166,Deni Avdija,1610612764,Washington Wizards,2,2,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,105,250,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,319,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,216,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,356,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,18,267,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,365,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,10,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,426,1630166,Deni Avdija,1610612764,Washington Wizards,3,5,21,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,18,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,463,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,246,1,1,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,466,1630166,Deni Avdija,1610612764,Washington Wizards,3,2,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,20,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200194,589,1630166,Deni Avdija,1610612764,Washington Wizards,4,6,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,208,3,1,0,20221113,WAS,MEM,2022-23
Shot Chart Detail,0022200213,17,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,6,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,48,39,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,59,1630166,Deni Avdija,1610612764,Washington Wizards,1,6,30,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,-8,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,81,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,232,106,1,1,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,85,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,69,1,1,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,246,1630166,Deni Avdija,1610612764,Washington Wizards,2,5,4,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,13,1,1,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,254,1630166,Deni Avdija,1610612764,Washington Wizards,2,4,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,17,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,353,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23,76,219,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,386,1630166,Deni Avdija,1610612764,Washington Wizards,3,5,51,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,24,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,412,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,12,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200213,639,1630166,Deni Avdija,1610612764,Washington Wizards,4,1,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,10,1,1,20221116,WAS,OKC,2022-23
Shot Chart Detail,0022200224,101,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,20,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,17,1,1,20221118,WAS,MIA,2022-23
Shot Chart Detail,0022200224,359,1630166,Deni Avdija,1610612764,Washington Wizards,3,10,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-197,178,1,0,20221118,WAS,MIA,2022-23
Shot Chart Detail,0022200241,31,1630166,Deni Avdija,1610612764,Washington Wizards,1,8,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,22,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,97,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,34,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,100,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,14,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,112,1630166,Deni Avdija,1610612764,Washington Wizards,1,3,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,8,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,341,1630166,Deni Avdija,1610612764,Washington Wizards,3,11,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-161,199,1,0,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,443,1630166,Deni Avdija,1610612764,Washington Wizards,3,4,0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-233,68,1,0,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,448,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,23,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,34,1,0,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,622,1630166,Deni Avdija,1610612764,Washington Wizards,4,5,5,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,629,1630166,Deni Avdija,1610612764,Washington Wizards,4,4,9,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,1,1,0,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,640,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-17,258,1,0,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200241,656,1630166,Deni Avdija,1610612764,Washington Wizards,4,3,1,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,12,1,1,20221120,WAS,CHA,2022-23
Shot Chart Detail,0022200265,21,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,232,129,1,0,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,32,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,37,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,32,1,1,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,89,1630166,Deni Avdija,1610612764,Washington Wizards,1,5,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,1,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,243,1630166,Deni Avdija,1610612764,Washington Wizards,2,7,10,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,1,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,250,1630166,Deni Avdija,1610612764,Washington Wizards,2,6,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,162,203,1,1,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,335,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,29,1,0,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,357,1630166,Deni Avdija,1610612764,Washington Wizards,2,0,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,203,1,0,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,417,1630166,Deni Avdija,1610612764,Washington Wizards,3,7,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-3,1,1,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,457,1630166,Deni Avdija,1610612764,Washington Wizards,3,3,29,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,17,1,0,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200265,538,1630166,Deni Avdija,1610612764,Washington Wizards,4,9,23,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221123,MIA,WAS,2022-23
Shot Chart Detail,0022200277,10,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,17,1630166,Deni Avdija,1610612764,Washington Wizards,1,10,24,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,1,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,28,1630166,Deni Avdija,1610612764,Washington Wizards,1,9,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,29,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,89,1630166,Deni Avdija,1610612764,Washington Wizards,1,4,18,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,296,1630166,Deni Avdija,1610612764,Washington Wizards,2,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,179,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,372,1630166,Deni Avdija,1610612764,Washington Wizards,3,9,36,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,34,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,404,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,164,199,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200277,413,1630166,Deni Avdija,1610612764,Washington Wizards,3,6,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,13,185,1,0,20221125,MIA,WAS,2022-23
Shot Chart Detail,0022200294,11,1630166,Deni Avdija,1610612764,Washington Wizards,1,11,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,259,1,0,20221127,BOS,WAS,2022-23
