PLAYER_ID,PLAYER_NAME,GP,MIN,MIN_TOT,PTS,PTS_TOT,REB,REB_TOT,AST,AST_TOT,STL,STL_TOT,BLK,BLK_TOT,FG_PCT,FG3_PCT,USG_PCT,IS_LEBRON
2544,LeBron James,81,37.7,3054.0633333333335,28.4,2304,7.6,613,7.2,587,1.7,137,1.1,93,0.489,0.344,0.33,True
201166,Aaron Brooks,80,25.0,1998.17,11.2,894,2.0,157,3.0,238,0.6,46,0.1,8,0.404,0.366,0.226,False
201189,Aaron Gray,56,12.8,715.1083333333333,3.5,196,3.9,220,0.8,46,0.3,14,0.3,18,0.485,0.0,0.139,False
201151,Acie Law,55,10.2,559.5233333333333,2.9,162,1.1,58,1.6,86,0.2,11,0.1,3,0.374,0.31,0.157,False
200747,Adam Morrison,52,13.7,711.0516666666666,4.0,209,1.5,80,0.8,41,0.2,9,0.1,4,0.359,0.333,0.173,False
1502,Adonal Foyle,10,6.2,61.93333333333333,1.7,17,2.6,26,0.1,1,0.0,0,0.8,8,0.636,0.0,0.119,False
1733,Al Harrington,73,34.9,2546.4616666666666,20.1,1469,6.2,455,1.4,102,1.2,88,0.3,22,0.439,0.364,0.254,False
201143,Al Horford,67,33.5,2242.2116666666666,11.5,773,9.3,624,2.4,163,0.8,53,1.4,95,0.525,0.0,0.165,False
2744,Al Jefferson,50,36.7,1835.7866666666666,23.1,1156,11.0,548,1.6,79,0.8,39,1.7,83,0.497,0.0,0.285,False
201154,Al Thornton,71,37.4,2654.05,16.8,1194,5.2,368,1.5,103,0.8,59,0.9,62,0.446,0.253,0.225,False
201169,Alando Tucker,30,9.4,282.3883333333333,4.6,138,1.0,31,0.4,12,0.2,5,0.0,1,0.43,0.348,0.209,False
101165,Alex Acker,25,8.0,199.57833333333335,2.9,72,1.0,24,0.5,12,0.2,5,0.2,4,0.395,0.35,0.198,False
201582,Alexis Ajinca,31,5.9,182.25666666666666,2.3,70,1.0,30,0.1,3,0.2,7,0.2,6,0.362,0.0,0.246,False
947,Allen Iverson,57,36.7,2092.43,17.5,995,3.0,173,5.0,283,1.5,88,0.1,6,0.417,0.283,0.258,False
2405,Amar'e Stoudemire,53,36.8,1947.8833333333334,21.4,1134,8.1,430,2.0,104,0.9,49,1.1,57,0.539,0.429,0.245,False
101161,Amir Johnson,62,14.7,910.9966666666667,3.5,217,3.7,232,0.3,20,0.3,20,1.0,60,0.595,0.0,0.108,False
2760,Anderson Varejao,81,28.5,2305.795,8.6,694,7.2,581,1.0,81,0.9,75,0.8,66,0.536,0.0,0.14,False
101154,Andray Blatche,71,24.0,1702.9383333333333,10.0,713,5.3,378,1.7,118,0.7,53,1.0,74,0.471,0.238,0.218,False
2810,Andre Brown,4,10.3,41.355,1.0,4,3.0,12,0.3,1,0.3,1,0.0,0,0.143,0.0,0.135,False
2738,Andre Iguodala,82,39.9,3268.97,18.8,1541,5.7,471,5.3,434,1.6,131,0.4,36,0.473,0.307,0.221,False
1889,Andre Miller,82,36.3,2976.225,16.3,1337,4.5,368,6.5,534,1.3,109,0.2,14,0.473,0.283,0.215,False
200745,Andrea Bargnani,78,31.5,2453.3566666666666,15.4,1202,5.3,416,1.2,94,0.4,34,1.2,97,0.45,0.409,0.226,False
1905,Andrei Kirilenko,67,27.3,1831.0733333333333,11.6,776,4.8,319,2.6,175,1.2,83,1.1,77,0.449,0.274,0.201,False
2804,Andres Nocioni,76,26.2,1991.6166666666666,11.4,867,4.8,361,1.3,102,0.5,39,0.4,33,0.427,0.399,0.198,False
101106,Andrew Bogut,36,31.2,1123.6633333333334,11.7,422,10.3,369,2.0,72,0.6,23,1.0,37,0.577,0.0,0.178,False
101115,Andrew Bynum,50,28.9,1446.0816666666667,14.3,714,8.0,398,1.4,71,0.4,18,1.8,90,0.56,0.0,0.206,False
2740,Andris Biedrins,62,30.0,1863.0433333333333,11.9,735,11.2,693,2.0,121,1.0,63,1.5,96,0.578,0.0,0.168,False
1712,Antawn Jamison,81,38.2,3095.71,22.2,1801,8.9,721,1.9,153,1.2,95,0.3,25,0.468,0.351,0.255,False
1853,Anthony Carter,78,22.9,1786.5766666666666,5.3,412,2.6,205,4.7,364,1.2,96,0.2,13,0.433,0.239,0.138,False
1533,Anthony Johnson,80,18.5,1481.0216666666668,5.3,421,1.8,147,2.5,200,0.6,46,0.1,5,0.404,0.391,0.153,False
201627,Anthony Morrow,67,22.6,1515.2983333333334,10.1,676,3.0,199,1.2,80,0.5,36,0.2,12,0.478,0.467,0.173,False
1515,Anthony Parker,80,33.0,2636.47,10.7,857,4.0,317,3.4,269,1.3,100,0.2,15,0.426,0.39,0.161,False
201576,Anthony Randolph,63,17.9,1129.1266666666668,7.9,499,5.8,363,0.8,49,0.7,42,1.2,74,0.462,0.0,0.211,False
101194,Anthony Roberson,29,9.5,275.78333333333336,4.1,119,0.8,22,0.7,20,0.3,10,0.0,1,0.367,0.321,0.2,False
201229,Anthony Tolliver,19,11.0,208.05,2.7,52,2.2,41,0.9,17,0.3,5,0.1,1,0.292,0.22,0.168,False
101120,Antoine Wright,65,23.9,1551.8733333333332,7.3,474,2.1,136,1.2,77,0.7,46,0.4,27,0.415,0.302,0.154,False
1498,Antonio Daniels,74,13.8,1020.7983333333333,4.1,300,1.0,77,2.4,177,0.4,26,0.0,1,0.419,0.367,0.162,False
686,Antonio McDyess,62,30.1,1866.1616666666666,9.6,596,9.8,607,1.3,83,0.7,41,0.8,50,0.51,0.0,0.155,False
201167,Arron Afflalo,74,16.7,1233.825,4.9,363,1.8,134,0.6,44,0.4,28,0.2,13,0.437,0.402,0.137,False
1506,Austin Croshere,14,7.1,99.95666666666666,2.9,40,2.4,34,0.6,9,0.1,1,0.1,1,0.359,0.333,0.202,False
1884,Baron Davis,65,34.6,2248.3483333333334,14.9,968,3.7,238,7.7,501,1.7,108,0.5,35,0.37,0.302,0.246,False
2732,Ben Gordon,82,36.6,2998.97,20.7,1699,3.5,283,3.4,279,0.9,71,0.3,22,0.455,0.41,0.243,False
1112,Ben Wallace,56,23.5,1313.5383333333334,2.9,165,6.5,362,0.8,44,0.9,48,1.3,75,0.445,0.0,0.077,False
2757,Beno Udrih,73,31.1,2270.06,11.0,800,3.0,220,4.7,342,1.1,81,0.2,12,0.461,0.31,0.18,False
201336,Blake Ahearn,3,6.3,18.8,2.7,8,0.3,1,0.7,2,0.3,1,0.0,0,0.333,0.5,0.186,False
201628,Bobby Brown,68,13.7,931.4816666666667,5.3,361,0.8,52,1.7,117,0.3,21,0.0,3,0.392,0.346,0.206,False
1517,Bobby Jackson,71,20.9,1484.125,7.5,532,2.8,200,2.0,143,0.9,62,0.1,4,0.398,0.305,0.175,False
2250,Bobby Simmons,71,24.4,1729.2416666666666,7.8,556,3.9,277,1.3,92,0.7,50,0.1,10,0.449,0.447,0.139,False
2564,Boris Diaw,81,34.0,2753.79,13.2,1072,5.3,432,4.1,333,0.8,61,0.7,53,0.507,0.414,0.196,False
1802,Brad Miller,70,30.0,2100.1516666666666,11.9,831,7.8,545,3.3,234,0.7,52,0.5,36,0.476,0.411,0.183,False
201148,Brandan Wright,39,17.6,688.2666666666667,8.3,323,4.0,157,0.5,21,0.6,22,0.9,37,0.528,0.0,0.189,False
101138,Brandon Bass,81,19.4,1574.33,8.5,686,4.5,367,0.5,43,0.3,27,0.7,55,0.496,0.0,0.195,False
200750,Brandon Roy,78,37.2,2903.315,22.6,1765,4.7,370,5.1,400,1.1,88,0.3,22,0.48,0.377,0.272,False
201575,Brandon Rush,75,24.0,1802.895,8.1,610,3.1,233,0.9,66,0.5,38,0.5,37,0.423,0.373,0.164,False
2217,Brendan Haywood,6,29.2,175.4,9.7,58,7.3,44,1.3,8,0.7,4,2.5,15,0.48,0.0,0.173,False
699,Brent Barry,56,15.3,856.7883333333333,3.7,208,1.7,94,1.4,78,0.4,24,0.1,3,0.407,0.374,0.118,False
1510,Brevin Knight,74,12.7,937.6283333333333,2.4,180,1.2,88,2.6,190,0.9,68,0.1,4,0.349,0.0,0.131,False
2073,Brian Cardinal,64,14.2,908.7766666666666,3.0,190,2.2,142,1.2,76,0.6,37,0.2,13,0.385,0.326,0.115,False
2567,Brian Cook,30,5.7,170.66666666666666,2.5,74,1.1,32,0.2,5,0.1,3,0.1,3,0.368,0.433,0.236,False
2243,Brian Scalabrine,39,12.9,504.45166666666665,3.5,136,1.3,50,0.5,18,0.2,7,0.3,10,0.421,0.393,0.117,False
1730,Brian Skinner,51,16.5,843.0216666666666,4.2,214,4.0,203,0.5,27,0.3,17,1.0,52,0.449,0.0,0.144,False
201572,Brook Lopez,82,30.5,2501.4016666666666,13.0,1068,8.1,665,1.0,86,0.5,44,1.8,151,0.531,0.0,0.198,False
1477,Bruce Bowen,80,18.8,1505.8633333333332,2.7,214,1.8,145,0.5,40,0.5,36,0.2,13,0.422,0.429,0.07,False
201228,C.J. Watson,77,24.5,1883.11,9.5,730,2.5,192,2.7,206,1.2,96,0.1,4,0.457,0.4,0.165,False
101139,CJ Miles,72,22.5,1622.66,9.1,657,2.3,167,1.5,107,0.6,46,0.2,15,0.459,0.352,0.181,False
1916,Calvin Booth,8,6.9,55.45,2.0,16,1.4,11,0.0,0,0.1,1,0.3,2,0.5,0.0,0.116,False
201171,Carl Landry,69,21.3,1466.7583333333334,9.2,638,5.0,343,0.6,39,0.4,26,0.4,31,0.574,0.333,0.177,False
2430,Carlos Boozer,37,32.3,1196.53,16.2,599,10.4,385,2.1,79,1.1,39,0.2,7,0.49,0.0,0.241,False
2546,Carmelo Anthony,66,34.5,2277.0866666666666,22.8,1504,6.8,450,3.4,222,1.1,75,0.4,24,0.443,0.371,0.313,False
2406,Caron Butler,67,38.6,2584.8616666666667,20.8,1392,6.2,414,4.3,290,1.6,106,0.3,20,0.453,0.31,0.254,False
201858,Cartier Martin,33,8.0,265.6066666666667,2.6,86,1.0,33,0.4,13,0.2,8,0.1,4,0.364,0.303,0.165,False
200759,Cedric Simmons,18,4.7,84.08166666666666,1.6,29,0.9,16,0.1,2,0.1,1,0.2,4,0.44,0.0,0.173,False
101112,Channing Frye,63,11.8,745.69,4.2,263,2.2,140,0.4,24,0.3,17,0.3,16,0.423,0.333,0.191,False
2294,Charlie Bell,70,25.5,1782.5283333333334,8.4,587,1.9,134,2.2,151,0.7,50,0.1,7,0.414,0.363,0.157,False
101111,Charlie Villanueva,78,26.9,2094.8716666666664,16.2,1264,6.7,520,1.8,137,0.6,50,0.7,56,0.447,0.345,0.279,False
1497,Chauncey Billups,79,35.3,2788.465,17.7,1400,3.0,239,6.4,506,1.2,93,0.2,18,0.418,0.408,0.216,False
200798,Cheikh Samb,18,4.6,83.12833333333333,0.8,15,1.3,24,0.1,1,0.2,3,0.6,10,0.188,0.0,0.198,False
2365,Chris Andersen,71,20.6,1459.6316666666667,6.4,452,6.2,442,0.4,31,0.6,41,2.5,175,0.548,0.2,0.13,False
2547,Chris Bosh,77,38.0,2927.865,22.7,1746,10.0,771,2.5,191,0.9,67,1.0,77,0.487,0.245,0.268,False
201604,Chris Douglas-Roberts,44,13.3,584.5416666666666,4.9,216,1.1,50,1.2,52,0.3,12,0.2,7,0.46,0.25,0.186,False
2768,Chris Duhon,79,36.8,2906.295,11.1,880,3.1,246,7.2,566,0.9,72,0.1,7,0.421,0.391,0.145,False
2549,Chris Kaman,31,29.7,920.6316666666667,12.0,373,8.0,247,1.5,46,0.5,17,1.5,45,0.528,0.0,0.206,False
2036,Chris Mihm,18,5.8,104.81333333333333,2.0,36,1.9,34,0.6,10,0.1,1,0.3,6,0.375,0.0,0.208,False
101108,Chris Paul,78,38.5,3002.0916666666667,22.8,1781,5.5,432,11.0,861,2.8,216,0.1,10,0.503,0.364,0.271,False
200809,Chris Quinn,66,14.6,962.1866666666666,5.1,339,1.1,75,2.0,132,0.4,24,0.0,2,0.408,0.409,0.167,False
2404,Chris Wilcox,62,16.9,1049.6266666666668,7.2,447,4.5,277,0.8,47,0.4,26,0.3,16,0.497,0.0,0.209,False
101236,Chuck Hayes,71,12.1,857.6933333333334,1.3,91,3.5,250,0.6,42,0.5,34,0.3,19,0.372,0.0,0.077,False
1088,Chucky Atkins,33,12.5,412.315,3.0,98,0.7,24,1.8,59,0.3,10,0.1,2,0.301,0.263,0.152,False
201147,Corey Brewer,15,20.5,307.01666666666665,6.2,93,3.3,49,1.7,25,1.0,15,0.2,3,0.411,0.417,0.159,False
1894,Corey Maggette,51,31.1,1587.8783333333333,18.6,950,5.5,282,1.8,92,0.9,44,0.2,8,0.461,0.253,0.251,False
201584,Courtney Lee,77,25.2,1938.745,8.4,646,2.3,178,1.2,91,1.0,76,0.2,14,0.45,0.404,0.152,False
201235,Courtney Sims,2,6.6,13.283333333333333,3.0,6,2.0,4,0.0,0,0.0,0,0.0,0,0.5,0.0,0.219,False
200783,Craig Smith,74,19.7,1460.1783333333333,10.1,746,3.8,284,1.1,79,0.4,31,0.3,19,0.562,0.0,0.227,False
1749,Cuttino Mobley,11,33.1,364.62,13.7,151,2.6,29,1.1,12,1.4,15,0.2,2,0.432,0.343,0.206,False
201571,D.J. Augustin,72,26.5,1907.9333333333334,11.8,850,1.8,133,3.5,250,0.6,42,0.0,2,0.43,0.439,0.204,False
2788,DJ Mbenga,23,7.9,181.31333333333333,2.7,61,1.3,31,0.4,9,0.4,10,1.0,24,0.474,0.0,0.174,False
201591,DJ White,7,18.5,129.49833333333333,8.9,62,4.6,32,0.9,6,0.4,3,0.7,5,0.52,0.0,0.199,False
201161,Daequan Cook,75,24.4,1832.99,9.1,686,2.5,189,0.9,71,0.5,39,0.1,10,0.375,0.387,0.179,False
2563,Dahntay Jones,79,18.0,1425.7033333333334,5.4,429,2.1,168,1.0,78,0.6,49,0.2,19,0.458,0.647,0.148,False
2863,Damien Wilkins,41,15.5,635.9933333333333,5.3,218,1.7,70,0.9,37,0.5,22,0.2,7,0.362,0.375,0.182,False
1800,Damon Jones,18,6.0,107.71833333333333,1.8,33,0.3,6,0.4,7,0.2,3,0.0,0,0.324,0.393,0.168,False
2429,Dan Gadzuric,67,14.0,941.235,4.0,271,3.8,255,0.6,39,0.5,32,0.6,43,0.48,0.0,0.148,False
200789,Daniel Gibson,75,23.9,1794.51,7.8,586,2.1,155,1.8,132,0.6,44,0.2,16,0.391,0.382,0.16,False
201568,Danilo Gallinari,28,14.7,411.745,6.1,170,2.0,55,0.5,15,0.5,14,0.1,4,0.448,0.444,0.158,False
101122,Danny Granger,67,36.2,2424.22,25.8,1728,5.1,341,2.7,183,1.0,69,1.4,97,0.447,0.404,0.289,False
2032,Darius Miles,34,8.8,297.57166666666666,3.5,120,1.7,57,0.5,17,0.3,11,0.6,20,0.485,0.167,0.201,False
2443,Darius Songaila,77,19.8,1521.2633333333333,7.4,566,2.9,227,1.2,94,0.8,64,0.3,20,0.532,0.0,0.168,False
2545,Darko Milicic,61,17.0,1034.3816666666667,5.5,333,4.3,264,0.6,34,0.4,22,0.8,51,0.515,0.0,0.159,False
201616,Darnell Jackson,51,8.4,429.5516666666667,1.9,98,1.7,87,0.2,8,0.2,10,0.1,4,0.43,0.0,0.123,False
201589,Darrell Arthur,76,19.3,1464.1783333333333,5.6,422,4.6,346,0.6,43,0.7,52,0.7,52,0.438,0.0,0.159,False
101135,David Lee,81,34.9,2824.06,16.0,1293,11.7,951,2.1,174,1.0,80,0.3,22,0.549,0.0,0.189,False
2561,David West,76,39.2,2981.8233333333333,21.0,1593,8.5,646,2.3,173,0.6,49,0.9,68,0.472,0.24,0.259,False
201599,DeAndre Jordan,53,14.6,771.3916666666667,4.3,228,4.5,237,0.2,11,0.2,11,1.1,59,0.633,0.0,0.137,False
201634,DeMarcus Nelson,13,13.1,170.73166666666665,4.1,53,1.8,24,1.0,13,0.7,9,0.2,2,0.444,0.0,0.174,False
2205,DeSagana Diop,75,13.8,1036.295,2.3,170,3.6,273,0.4,32,0.4,29,0.7,56,0.433,0.0,0.107,False
2052,DeShawn Stevenson,32,27.7,886.1616666666666,6.6,211,2.4,76,3.1,98,0.7,21,0.1,2,0.312,0.271,0.146,False
200793,Dee Brown,19,13.7,261.18833333333333,2.4,46,1.5,29,1.9,36,0.5,10,0.0,0,0.367,0.292,0.115,False
2753,Delonte West,64,33.6,2151.64,11.7,751,3.2,203,3.5,226,1.5,94,0.2,13,0.457,0.399,0.166,False
201193,Demetris Nichols,4,3.6,14.216666666666667,1.8,7,0.5,2,0.3,1,0.0,0,0.3,1,0.333,0.0,0.286,False
965,Derek Fisher,82,29.8,2440.7966666666666,9.9,814,2.3,188,3.2,261,1.2,95,0.1,6,0.424,0.397,0.146,False
101114,Deron Williams,68,36.8,2505.18,19.4,1322,2.9,195,10.7,725,1.1,73,0.3,20,0.471,0.31,0.244,False
201565,Derrick Rose,81,37.0,3000.048333333333,16.8,1361,3.9,317,6.3,512,0.8,66,0.2,18,0.475,0.222,0.222,False
2824,Desmon Farmer,3,18.0,53.916666666666664,4.3,13,2.0,6,0.7,2,0.0,0,0.0,0,0.286,0.25,0.168,False
2046,Desmond Mason,39,27.3,1064.4566666666667,7.5,294,4.0,157,1.2,46,0.4,15,0.8,30,0.435,0.0,0.155,False
1904,Devean George,43,16.5,707.7016666666667,3.4,147,1.8,78,0.3,15,0.5,23,0.3,11,0.38,0.289,0.108,False
2484,Devin Brown,63,13.8,869.12,5.2,328,1.9,119,0.9,54,0.5,32,0.1,5,0.355,0.289,0.221,False
2734,Devin Harris,69,36.1,2494.266666666667,21.3,1470,3.3,231,6.9,476,1.7,114,0.2,13,0.438,0.291,0.274,False
87,Dikembe Mutombo,9,10.7,96.29833333333333,1.8,16,3.7,33,0.0,0,0.0,0,1.2,11,0.385,0.0,0.108,False
1717,Dirk Nowitzki,81,37.7,3050.4583333333335,25.9,2094,8.4,681,2.4,197,0.8,61,0.8,63,0.479,0.359,0.295,False
201187,Dominic McGuire,79,26.2,2072.266666666667,4.5,356,5.4,428,2.5,198,0.8,62,0.9,74,0.432,0.5,0.1,False
201590,Donte Greene,55,13.2,725.3633333333333,3.8,209,1.6,86,0.5,30,0.3,16,0.3,14,0.326,0.26,0.173,False
200971,Dontell Jefferson,6,14.0,83.78166666666667,4.8,29,2.0,12,1.5,9,0.7,4,0.2,1,0.5,0.5,0.183,False
923,Donyell Marshall,25,7.6,188.86166666666668,3.8,94,1.6,40,0.6,15,0.2,4,0.2,5,0.452,0.455,0.189,False
2748,Dorell Wright,6,12.2,73.32,3.0,18,3.3,20,0.3,2,0.3,2,0.0,0,0.4,0.0,0.19,False
2400,Drew Gooden,51,24.8,1264.0883333333334,11.9,605,7.1,362,0.9,48,0.6,30,0.4,18,0.468,0.0,0.231,False
101204,Dwayne Jones,6,8.7,52.46333333333333,2.0,12,2.0,12,0.0,0,0.0,0,0.2,1,0.571,0.0,0.122,False
2730,Dwight Howard,79,35.7,2821.235,20.6,1624,13.8,1093,1.4,112,1.0,77,2.9,231,0.572,0.0,0.258,False
2548,Dwyane Wade,79,38.6,3048.0416666666665,30.2,2386,5.0,398,7.5,589,2.2,173,1.3,106,0.491,0.317,0.352,False
2248,Earl Watson,68,26.1,1776.4666666666667,6.6,448,2.7,183,5.8,391,0.7,50,0.2,11,0.384,0.235,0.161,False
2109,Eddie Gill,6,7.2,43.145,2.3,14,0.7,4,1.8,11,0.5,3,0.2,1,0.667,0.667,0.127,False
2067,Eddie House,81,18.3,1479.2333333333333,8.5,691,1.9,157,1.1,92,0.8,61,0.1,7,0.445,0.444,0.192,False
2201,Eddy Curry,3,3.9,11.76,1.7,5,1.3,4,0.0,0,0.0,0,0.0,0,1.0,0.0,0.179,False
2059,Eduardo Najera,27,11.8,318.81666666666666,2.9,79,2.5,67,0.7,19,0.4,10,0.1,4,0.446,0.2,0.147,False
1882,Elton Brand,29,31.7,920.4133333333333,13.8,399,8.8,254,1.3,37,0.6,17,1.6,45,0.447,0.0,0.231,False
2731,Emeka Okafor,82,32.8,2691.338333333333,13.2,1085,10.1,827,0.6,53,0.6,48,1.7,136,0.561,0.0,0.187,False
201569,Eric Gordon,78,34.3,2676.6516666666666,16.1,1252,2.6,201,2.8,215,1.0,78,0.4,35,0.456,0.389,0.205,False
956,Erick Dampier,80,22.9,1835.9033333333334,5.7,454,7.1,565,1.0,77,0.3,24,1.2,95,0.65,0.0,0.104,False
2041,Etan Thomas,26,11.8,305.655,3.1,80,2.5,66,0.2,6,0.1,3,0.7,18,0.485,0.0,0.143,False
101177,Fabricio Oberto,54,12.5,676.615,2.6,142,2.6,142,1.1,59,0.1,7,0.2,11,0.587,0.0,0.109,False
2436,Flip Murray,80,24.7,1974.8183333333334,12.2,974,2.1,168,2.0,158,1.1,88,0.2,17,0.447,0.36,0.237,False
1922,Francisco Elson,59,16.6,977.2633333333333,3.4,200,3.9,229,0.5,32,0.6,36,0.6,36,0.491,0.25,0.106,False
101128,Francisco Garcia,65,30.4,1975.2983333333334,12.7,824,3.4,218,2.3,150,1.2,80,1.0,67,0.444,0.398,0.191,False
2410,Fred Jones,52,28.8,1495.0383333333334,7.3,378,2.4,126,3.6,188,1.0,53,0.2,11,0.407,0.367,0.127,False
